SampleID,CqSAMP_B2M,CqSAMP_TEL,RTL_resp_CAL,RTL_No_CAL,Plate,ExtrMethod
AG579,25.09592246,12.83052964,0.864938024,0.83299377,20150420_Soay_SCcomparison5,SC
AG579,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
AG579,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
AG579,25.27739198,12.85218339,1.021542024,0.921932142,20150420_Soay_SCcomparison6,SC
AG579,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
AG579,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
AG579,25.50944592,12.65472021,1.026590955,1.213246315,20150421_Soay_SCcomparison7,SC
AG579,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
AG579,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
AG579,25.40005783,13.16573264,0.931694729,0.820760399,20150421_Soay_SCcomparison8,SC
AG579,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
AG579,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
AW106,26.20041443,13.93284829,0.748539392,0.829784359,20150416_Soay_PGcomparison1,PG
AW106,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
AW106,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
AW106,26.63725902,14.16689863,0.690635213,0.937360349,20150416_Soay_PGcomparison2,PG
AW106,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
AW106,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
AW106,26.48555556,13.87890179,0.812057949,1.029779861,20150417_Soay_PGcomparison3,PG
AW106,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
AW106,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
AW106,26.47998043,14.32169495,0.643823774,0.77398964,20150417_Soay_PGcomparison4,PG
AW106,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
AW106,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
AW106,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
AW106,25.58697536,13.24219181,0.912500199,0.87879936,20150420_Soay_SCcomparison5,SC
AW106,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
AW106,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
AW106,25.53922584,13.3489849,0.885121034,0.798813474,20150420_Soay_SCcomparison6,SC
AW106,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
AW106,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
AW106,25.72330234,13.1757545,0.845193741,0.998867362,20150421_Soay_SCcomparison7,SC
AW106,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
AW106,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
AW106,25.74599454,13.6281615,0.865157998,0.762146015,20150421_Soay_SCcomparison8,SC
AW106,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
AW155,25.73561453,13.22041185,0.884075359,0.980031128,20150416_Soay_PGcomparison1,PG
AW155,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
AW155,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
AW155,25.87998242,13.39016483,0.70893419,0.962196523,20150416_Soay_PGcomparison2,PG
AW155,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
AW155,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
AW155,25.82500578,13.21232165,0.821734068,1.042050256,20150417_Soay_PGcomparison3,PG
AW155,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
AW155,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
AW155,25.81976919,13.48176146,0.726750377,0.873682031,20150417_Soay_PGcomparison4,PG
AW155,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
AW155,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
AW155,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
AW155,25.33585966,13.33304429,0.737664304,0.710420578,20150420_Soay_SCcomparison5,SC
AW155,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
AW155,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
AW155,25.30586724,13.43792085,0.724221099,0.653602785,20150420_Soay_SCcomparison6,SC
AW155,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
AW155,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
AW155,25.53345502,13.2232721,0.727894271,0.860240429,20150421_Soay_SCcomparison7,SC
AW155,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
AW155,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
AW155,25.46768253,13.55081766,0.762857921,0.672026525,20150421_Soay_SCcomparison8,SC
AW155,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
AW599,26.24649803,13.88441223,0.795138759,0.881441532,20150416_Soay_PGcomparison1,PG
AW599,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
AW599,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
AW599,26.38651817,13.97848201,0.666358095,0.90441038,20150416_Soay_PGcomparison2,PG
AW599,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
AW599,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
AW599,26.38383505,13.69906758,0.854913664,1.084125682,20150417_Soay_PGcomparison3,PG
AW599,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
AW599,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
AW599,26.31419841,14.04017084,0.694417754,0.834812519,20150417_Soay_PGcomparison4,PG
AW599,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
AW599,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
AW599,25.50635639,13.37082862,0.801700158,0.772091428,20150420_Soay_SCcomparison5,SC
AW599,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
AW599,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
AW599,25.59074136,13.42805493,0.870489175,0.785608357,20150420_Soay_SCcomparison6,SC
AW599,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
AW599,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
AW599,25.73192144,13.14122573,0.868516191,1.026430312,20150421_Soay_SCcomparison7,SC
AW599,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
AW599,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
AW599,25.77479912,13.50478767,0.952046559,0.838688994,20150421_Soay_SCcomparison8,SC
AW599,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
AW599,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
AW600,27.00051851,14.73259116,0.740379215,0.820738491,20150416_Soay_PGcomparison1,PG
AW600,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
AW600,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
AW600,27.16720217,14.98077882,0.569412454,0.772831513,20150416_Soay_PGcomparison2,PG
AW600,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
AW600,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
AW600,27.02381639,14.63331198,0.70216212,0.890419717,20150417_Soay_PGcomparison3,PG
AW600,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
AW600,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
AW600,27.08611624,15.13055832,0.562296085,0.675978987,20150417_Soay_PGcomparison4,PG
AW600,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
AW600,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
AW600,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
AW600,26.18452527,14.39931091,0.650548643,0.62652231,20150420_Soay_SCcomparison5,SC
AW600,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
AW600,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
AW600,26.17488045,14.47756013,0.655630981,0.591700841,20150420_Soay_SCcomparison6,SC
AW600,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
AW600,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
AW600,26.40167786,14.0703545,0.736172182,0.870023434,20150421_Soay_SCcomparison7,SC
AW600,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
AW600,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
AW600,26.26493606,14.5259067,0.680857138,0.599789351,20150421_Soay_SCcomparison8,SC
AW600,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
AO536,26.24923391,13.57305745,0.973898853,1.079603886,20150416_Soay_PGcomparison1,PG
AO536,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
AO536,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
AO536,26.4327503,13.60419481,0.873734681,1.185870961,20150416_Soay_PGcomparison2,PG
AO536,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
AO536,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
AO536,26.21177455,13.34987384,0.959982506,1.217364664,20150417_Soay_PGcomparison3,PG
AO536,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
AO536,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
AO536,26.36200846,13.63704091,0.926531433,1.113854074,20150417_Soay_PGcomparison4,PG
AO536,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
AO536,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
AO536,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
AO536,25.37492565,13.001226,0.926984004,0.892748242,20150420_Soay_SCcomparison5,SC
AO536,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
AO536,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
AO536,25.38284127,13.10727433,0.932028615,0.841147132,20150420_Soay_SCcomparison6,SC
AO536,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
AO536,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
AO536,25.68828908,12.90793791,0.979090433,1.157109226,20150421_Soay_SCcomparison7,SC
AO536,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
AO536,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
AO536,25.60395783,13.34722349,0.944490444,0.832032561,20150421_Soay_SCcomparison8,SC
AO536,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
AY573,26.23853724,13.98054596,0.743528666,0.824229777,20150416_Soay_PGcomparison1,PG
AY573,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
AY573,NA,NA,NA,NA,20150416_Soay_PGcomparison1,PG
AY573,26.49117156,14.04964586,0.679661637,0.922466534,20150416_Soay_PGcomparison2,PG
AY573,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
AY573,NA,NA,NA,NA,20150416_Soay_PGcomparison2,PG
AY573,26.32043023,13.91653919,0.714264919,0.905767418,20150417_Soay_PGcomparison3,PG
AY573,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
AY573,NA,NA,NA,NA,20150417_Soay_PGcomparison3,PG
AY573,26.40321923,14.17161653,0.675252015,0.811771923,20150417_Soay_PGcomparison4,PG
AY573,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
AY573,NA,NA,NA,NA,20150417_Soay_PGcomparison4,PG
AY573,25.14505504,12.90382503,0.852582795,0.821094851,20150420_Soay_SCcomparison5,SC
AY573,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
AY573,NA,NA,NA,NA,20150420_Soay_SCcomparison5,SC
AY573,25.21939884,12.98218685,0.909204172,0.820548283,20150420_Soay_SCcomparison6,SC
AY573,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
AY573,NA,NA,NA,NA,20150420_Soay_SCcomparison6,SC
AY573,25.38192503,12.83167801,0.847314079,1.001373212,20150421_Soay_SCcomparison7,SC
AY573,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
AY573,NA,NA,NA,NA,20150421_Soay_SCcomparison7,SC
AY573,25.27426894,12.99468115,0.958887988,0.844715836,20150421_Soay_SCcomparison8,SC
AY573,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
AY573,NA,NA,NA,NA,20150421_Soay_SCcomparison8,SC
